Statement,Link,Date,Source,Label,category
"""This decision is an unfortunate example of why those of us in Montpelier need to work together to make Vermont a more affordable place to do business and make sure our policies help businesses thrive rather than creating unique burdens and barriers to growth that make us less competitive with other states.""",https://www.politifact.com/factchecks/2019/oct/31/phil-scott/governor-says-vermont-caused-energizers-pending-ex/,"ober 31, 2019",Phil Scott,FALSE,fake
"Says he is ""cutting illegal immigration in half.""",https://www.politifact.com/factchecks/2019/oct/31/donald-trump/donald-trumps-world-series-ad-said-he-cut-illegal-/,"ober 31, 2019",Donald Trump,FALSE,fake
"Says House Democrats’ impeachment inquiry of President Donald Trump ""doesn’t feature the opposition party, it doesn’t feature cross-examination.""",https://www.politifact.com/factchecks/2019/oct/30/rush-limbaugh/limbaugh-wrongly-claims-republicans-are-being-shut/,"ober 30, 2019",Rush Limbaugh,FALSE,fake
"Says drinking cream of tartar mixed with orange juice daily will help people quit smoking because it ""flushes the nicotine"" out of the body.",https://www.politifact.com/factchecks/2019/oct/30/facebook-posts/no-evidence-cream-tartar-orange-juice-drink-will-h/,"ober 30, 2019",Facebook posts,pants-fire,fake
"Says Barbara Walters said Jane Fonda ""betrayed not only the idea of our country, but specific men who served and sacrificed during the Vietnam War.""",https://www.politifact.com/factchecks/2019/oct/30/facebook-posts/no-evidence-barbara-walters-said-ab-jane-fonda/,"ober 30, 2019",Facebook posts,FALSE,fake
"Says CNN called Abu Bakr al-Baghdadi an ""unarmed father of three.""",https://www.politifact.com/factchecks/2019/oct/30/facebook-posts/cnn-did-not-call-abu-bakr-al-baghdadi-unarmed-fath/,"ober 30, 2019",Facebook posts,pants-fire,fake
Says giving Motrin and Robitussin together can cause heart attacks in children.,https://www.politifact.com/factchecks/2019/oct/30/facebook-posts/no-evidence-interaction-motrin-and-robitussin-caus/,"ober 30, 2019",Facebook posts,FALSE,fake
"""As we have learned, the Intel Inspector General (IG) changed the rule after the complaint was known in order to allow hearsay complaints, but the IG dishonestly backdated the rule change so that damage could be done to President Trump.""",https://www.politifact.com/factchecks/2019/oct/30/louie-gohmert/gohmert-repeats-false-claim-about-whistleblower-ru/,"ober 30, 2019",Louie Gohmert,pants-fire,fake
"""Antifa Fascist Fangirl Tulsi Gabbard posing with Evan Duke, leader of Portland Antifa and Occupy ICE.""",https://www.politifact.com/factchecks/2019/oct/30/facebook-posts/fact-checking-claim-tulsi-gabbard-picture-antifa-l/,"ober 30, 2019",Facebook posts,barely-true,fake
"Schuyler VanValkenburg co-sponsored a bill that would have ""allowed abortion until the moment of birth.""",https://www.politifact.com/factchecks/2019/oct/30/gaydonna-vandergriff/vandergriff-inaccurately-describes-bill-would-have/,"ober 30, 2019",GayDonna Vandergriff,FALSE,fake
"""Over the last two years, the number of murders in America and America’s major cities has dropped, unlike here (Chicago), by more than 10%.""",https://www.politifact.com/factchecks/2019/oct/29/donald-trump/trump-dead-wrong-about-change-murders-chicago/,"ober 29, 2019",Donald Trump,pants-fire,fake
"Says there is a 4,250% increase in fetal death from the flu shot.",https://www.politifact.com/factchecks/2019/oct/29/instagram-posts/instagram-post-falsely-says-flu-shot-causes-fetal-/,"ober 29, 2019",Instagram posts,FALSE,fake
Say Sen. Lindsey Graham supports the Green New Deal.,https://www.politifact.com/factchecks/2019/oct/28/blog-posting/no-lindsey-graham-does-not-support-green-new-deal/,"ober 28, 2019",Bloggers,pants-fire,fake
"Says House Democrats leading the impeachment inquiry are ""denying President Trump basic fairness and due process accorded every American.""",https://www.politifact.com/factchecks/2019/oct/28/lindsey-graham/graham-wrong-house-impeachment-inquiry-denies-trum/,"ober 28, 2019",Lindsey Graham,FALSE,fake
"Says Hillary Clinton ""paid for a Russian dossier to win an election,"" her husband ""made $500k for a Russian speech,"" ""sold 20% of US Uranium to Russia"" and her foundation ""received $150M from Russia.""",https://www.politifact.com/factchecks/2019/oct/28/facebook-posts/fact-checking-hillary-clintons-ties-russia/,"ober 28, 2019",Facebook posts,barely-true,fake
"Says that Olive Garden is ""funding"" President Trump's 2020 re-election campaign.",https://www.politifact.com/factchecks/2019/oct/28/facebook-posts/no-olive-garden-not-funding-president-trumps-re-el/,"ober 28, 2019",Facebook posts,FALSE,fake
"Quotes Trump as saying, ""Fine you boo me DC? Go #Astros, Texas loves me, I get the best kind of love there. I’ll be renaming the White House the Orange House.""",https://www.politifact.com/factchecks/2019/oct/28/facebook-posts/trump-did-not-threaten-rename-white-house-astros-a/,"ober 28, 2019",Facebook posts,pants-fire,fake
"Says in his 2000 book ""I was talking about Osama bin Laden. I said, ‘You have to kill him. You have to take him out.’""",https://www.politifact.com/factchecks/2019/oct/28/donald-trump/again-trump-boasted-he-called-take-out-osama-bin-l/,"ober 28, 2019",Donald Trump,barely-true,fake
"Says ""red flag laws"" allow gun seizure without a judge’s involvement: ""They take it away first. Then you have to get permission from a judge to do it.""",https://www.politifact.com/factchecks/2019/oct/28/robin-vos/do-red-flag-laws-allow-gun-seizure-without-judges-/,"ober 28, 2019",Robin Vos,barely-true,fake
"Says that in 1770 ""British parliament banned lipstick, saying it had the power to seduce men into marriage, which was classified as witchcraft.""",https://www.politifact.com/factchecks/2019/oct/25/facebook-posts/no-british-parliament-didnt-ban-witchcraft-lipstic/,"ober 25, 2019",Facebook posts,pants-fire,fake
"""14,000 abandoned wind turbines litter the United States.""",https://www.politifact.com/factchecks/2019/oct/25/chain-email/no-there-arent-14000-abandoned-wind-turbines-litte/,"ober 25, 2019",Chain email,pants-fire,fake
"Says Chick-fil-A funds the National Christian Foundation, which ""paid a preacher to go to Uganda and help their lawmakers"" with a bill that would impose the death penalty for homosexuality.",https://www.politifact.com/factchecks/2019/oct/25/facebook-posts/what-does-chick-fil-have-do-ugandas-anti-gay-bill-/,"ober 25, 2019",Facebook posts,barely-true,fake
"Says Donald Trump said, ""Make no mistake: They’re not after me. They are after you; your guns, your Christian values, your freedom. I’m just in their way.""",https://www.politifact.com/factchecks/2019/oct/25/viral-image/no-donald-trump-didnt-say-about-christian-values-a/,"ober 25, 2019",Viral image,FALSE,fake
"""President Trump is asking everyone to forward this email… The TRUMP Rules: Congressional Reform Act of 2017.""",https://www.politifact.com/factchecks/2019/oct/25/viral-image/no-trump-isnt-asking-you-forward-email-about-trump/,"ober 25, 2019",Viral image,pants-fire,fake
"Says his impeachment is a ""coup.""",https://www.politifact.com/factchecks/2019/oct/25/donald-trump/donald-trump-says-impeachment-coup-s-pants-fire/,"ober 25, 2019",Donald Trump,pants-fire,fake
"""Barack Obama put a permanent stop on this military aid to the Ukraine - he never allowed it to go.""",https://www.politifact.com/factchecks/2019/oct/25/matt-gaetz/matt-gaetz-says-obama-permanently-stopped-military/,"ober 25, 2019",Matt Gaetz,barely-true,fake
"Says Brooke Baldwin said, ""Don’t hire veterans! They’re too damaged to be trusted with authority.""",https://www.politifact.com/factchecks/2019/oct/25/viral-image/brooke-baldwin-didnt-say-about-veterans-she-did-co/,"ober 25, 2019",Viral image,FALSE,fake
A photo shows a man grabbing a woman’s rear while watching the Apollo 8 launch in 1968.,https://www.politifact.com/factchecks/2019/oct/24/viral-image/no-isnt-real-photo-couple-watching-apollo-8-launch/,"ober 24, 2019",Viral image,FALSE,fake
Says a photo shows a driver and passengers wearing moose heads in a truck with a man strapped to the roof that caused 16 accidents on I-35.,https://www.politifact.com/factchecks/2019/oct/24/viral-image/drunk-men-wearing-moose-heads-didnt-actually-terro/,"ober 24, 2019",Viral image,pants-fire,fake
"Says a list of prominent Democrats have concealed their ""real names"" from the public.",https://www.politifact.com/factchecks/2019/oct/24/facebook-posts/post-prominent-democrats-concealing-their-real-nam/,"ober 24, 2019",Facebook posts,FALSE,fake
"Barnes & Noble and Target have the book ""If You Give a Pig the White House"" in their children’s sections.",https://www.politifact.com/factchecks/2019/oct/24/viral-image/barnes-noble-isnt-selling-if-you-give-pig-white-ho/,"ober 24, 2019",Viral image,FALSE,fake
"""The Trump family was disallowed from operating any charity in the State of New York because they stole from a kids cancer charity.""",https://www.politifact.com/factchecks/2019/oct/24/facebook-posts/trump-family-disallowed-operating-charities-new-yo/,"ober 24, 2019",Facebook posts,FALSE,fake
"""I'm one of only two candidates in the field that 10% or more of Donald Trump voters say they would support in the general"" election.",https://www.politifact.com/factchecks/2019/oct/24/andrew-yang/andrew-yangs-claim-support-among-trump-voters-rate/,"ober 24, 2019",Andrew Yang,pants-fire,fake
"Says popular food and drink items such as Kraft, Pepsi and Nestle use a flavor enhancement company that ""puts aborted baby fetus cells in their food and drinks.""",https://www.politifact.com/factchecks/2019/oct/23/facebook-posts/no-food-companies-are-not-selling-products-contain/,"ober 23, 2019",Facebook posts,FALSE,fake
"""The vast majority of Wisconsin students cannot even read, write, or do math at grade level.""",https://www.politifact.com/factchecks/2019/oct/23/jeremy-thiesfeldt/no-vast-majority-wisconsin-students-are-not-below-/,"ober 23, 2019",Jeremy Thiesfeldt,FALSE,fake
"""Most of the requests for records possessed by the Attorney General’s Office are from private law firms and companies.""",https://www.politifact.com/factchecks/2019/oct/22/tj-donovan/vermonts-ag-misses-mark-claim-most-records-request/,"ober 22, 2019",TJ Donovan,barely-true,fake
"""Trump is now suing CNN over ‘pro-impeachment bias’ and he demands a ‘substantial payment.’""",https://www.politifact.com/factchecks/2019/oct/22/viral-image/trump-hasnt-sued-cnn-hes-threatened/,"ober 22, 2019",Viral image,barely-true,fake
"AARP backed ""federal funding for Planned Parenthood.""",https://www.politifact.com/factchecks/2019/oct/22/association-mature-american-citizens/online-ads-claiming-aarp-backed-federal-funding-pl/,"ober 22, 2019",Association of Mature American Citizens,FALSE,fake
"""Hemp has 25,000-35,000 known usages. That means it is going to be something that will replace plastics, and styrofoam and concrete.""",https://www.politifact.com/factchecks/2019/oct/22/nikki-fried/will-hemp-replace-plastics-and-concrete-florida-de/,"ober 22, 2019",Nikki Fried,barely-true,fake
"""Sheila Bynum-Coleman said, ‘We need to get the police out of the schools.’""",https://www.politifact.com/factchecks/2019/oct/22/kirk-cox/cox-ad-distorts-bynum-coleman-statement-police-sch/,"ober 22, 2019",Kirk Cox,barely-true,fake
"Says drinking a ""6-ounce glass of tonic water each night before bed"" will help alleviate restless legs syndrome.",https://www.politifact.com/factchecks/2019/oct/21/facebook-posts/no-drinking-tonic-water-isnt-proven-method-allevia/,"ober 21, 2019",Facebook posts,FALSE,fake
"Says a photo shows ""Kurdish kids"" after Turkey’s invasion.",https://www.politifact.com/factchecks/2019/oct/21/viral-image/these-photos-are-palestinian-and-syrian-children-n/,"ober 21, 2019",Viral image,FALSE,fake
"""To be clear, I’m not talking about confiscating anybody’s guns.""",https://www.politifact.com/factchecks/2019/oct/21/beto-orourke/despite-his-claim-presidential-candidate-beto-orou/,"ober 21, 2019",Beto O'Rourke,FALSE,fake
"Says California has ""30% or a third of the country’s people living at or below the poverty level.""",https://www.politifact.com/factchecks/2019/oct/20/mark-batinick/no-30-nations-poor-dont-reside-california/,"ober 20, 2019",Mark Batinick,FALSE,fake
"Says Donald Trump ""will not be profiting"" from the G-7 summit meeting to be held at Trump’s Doral resort.",https://www.politifact.com/factchecks/2019/oct/18/mick-mulvaney/mulvaney-wrong-donald-trump-wont-profit-g7/,"ober 18, 2019",Mick Mulvaney,FALSE,fake
"""When my father became commander in chief of this country, we got out of all international business.""",https://www.politifact.com/factchecks/2019/oct/18/eric-trump/eric-trumps-false-claim-trump-family-got-out-all-i/,"ober 18, 2019",Eric Trump,pants-fire,fake
"Says Donald Trump is breaking a campaign pledge to bring manufacturing jobs back to Wisconsin and Pennsylvania since the two states ""have lost the most manufacturing jobs in the past year.""",https://www.politifact.com/factchecks/2019/oct/18/democratic-national-committee/dnc-trump-manufacturing-jobs/,"ober 18, 2019",Democratic National Committee,barely-true,fake
"""75-100 folks (are) killed a month and over 200 wounded by senseless gun violence.""",https://www.politifact.com/factchecks/2019/oct/17/richard-ojeda/how-many-americans-are-killed-and-injured-guns-eve/,"ober 17, 2019",Richard Ojeda,barely-true,fake
